wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	F	L	C
23.0	44.0	1.12	0.005	13	5	121.1	119.0	295.0	7.4	TLN	T2RLN3L5X1	t:1:5-t:5:3-l:18.714:2-l:18.714:1-l:9.357:1
25.5	45.5	1.12	0.005	12	5	115.1	113.0	273.0	6.8	TLN	T2RLN3L5X1	t:1:5-t:5:2-l:18.714:2-l:18.714:1-l:9.357:1
17.9	40.9	1.16	0.006	16	5	144.8	142.0	366.0	8.7	TLN	T2RLN3L5X1	t:1:5-t:5:5-l:21.423:3-l:21.423:1-l:7.141:1
20.1	42.1	1.16	0.006	14	5	132.8	130.0	322.0	8.0	TLN	T2RLN3L5X1	t:1:5-t:5:3-l:21.423:3-l:21.423:1-l:7.141:1
23.0	44.0	1.16	0.006	13	5	126.8	124.0	300.0	7.4	TLN	T2RLN3L5X1	t:1:5-t:5:2-l:21.423:3-l:21.423:1-l:7.141:1
16.2	39.2	1.20	0.006	17	5	155.3	152.0	392.0	9.1	TLN	T2RLN3L5X1	t:1:5-t:5:5-l:23.576:4-l:23.576:1-l:5.894:1
18.7	40.7	1.20	0.006	15	5	143.3	140.0	348.0	8.4	TLN	T2RLN3L5X1	t:1:5-t:5:3-l:23.576:4-l:23.576:1-l:5.894:1
21.9	42.9	1.20	0.006	14	5	137.3	134.0	326.0	7.8	TLN	T2RLN3L5X1	t:1:5-t:5:2-l:23.576:4-l:23.576:1-l:5.894:1
15.2	39.2	1.24	0.007	18	5	165.7	162.0	418.0	9.4	TLN	T2RLN3L5X1	t:1:5-t:5:5-l:25.400:5-l:25.400:1-l:5.080:1
17.9	40.9	1.24	0.007	16	5	153.7	150.0	374.0	8.7	TLN	T2RLN3L5X1	t:1:5-t:5:3-l:25.400:5-l:25.400:1-l:5.080:1
21.3	43.3	1.24	0.007	15	5	147.7	144.0	352.0	8.1	TLN	T2RLN3L5X1	t:1:5-t:5:2-l:25.400:5-l:25.400:1-l:5.080:1
14.5	38.5	1.27	0.007	19	5	181.8	178.0	450.0	9.7	TLN	T2RLN3L5X1	t:1:5-t:5:5-l:26.988:6-l:26.988:1-l:4.498:1
17.4	40.4	1.27	0.007	17	5	169.8	166.0	406.0	9.0	TLN	T2RLN3L5X1	t:1:5-t:5:3-l:26.988:6-l:26.988:1-l:4.498:1
21.0	43.0	1.27	0.007	16	5	163.8	160.0	384.0	8.4	TLN	T2RLN3L5X1	t:1:5-t:5:2-l:26.988:6-l:26.988:1-l:4.498:1
17.3	40.3	1.15	0.005	16	5	147.6	145.0	369.0	9.1	TLN	T2RLN4L5X1	t:1:5-t:5:5-l:14.854:2-l:14.854:2-l:14.854:1
18.8	40.8	1.14	0.005	14	5	135.6	133.0	325.0	8.4	TLN	T2RLN4L5X1	t:1:5-t:5:3-l:14.854:2-l:14.854:2-l:14.854:1
20.8	41.8	1.14	0.005	13	5	129.6	127.0	303.0	7.8	TLN	T2RLN4L5X1	t:1:5-t:5:2-l:14.854:2-l:14.854:2-l:14.854:1
13.3	38.3	1.22	0.006	18	5	171.4	169.0	425.0	10.3	TLN	T2RLN4L5X1	t:1:5-t:5:5-l:14.853:3-l:14.853:3-l:14.853:1
14.9	38.9	1.22	0.006	16	5	159.4	157.0	381.0	9.5	TLN	T2RLN4L5X1	t:1:5-t:5:3-l:14.853:3-l:14.853:3-l:14.853:1
16.9	39.9	1.22	0.006	15	5	153.4	151.0	359.0	9.0	TLN	T2RLN4L5X1	t:1:5-t:5:2-l:14.853:3-l:14.853:3-l:14.853:1
11.3	36.3	1.29	0.007	20	5	194.2	193.0	481.0	11.1	TLN	T2RLN4L5X1	t:1:5-t:5:5-l:14.852:4-l:14.852:4-l:14.852:1
12.9	36.9	1.29	0.007	18	5	182.2	181.0	437.0	10.4	TLN	T2RLN4L5X1	t:1:5-t:5:3-l:14.852:4-l:14.852:4-l:14.852:1
14.9	37.9	1.29	0.007	17	5	176.2	175.0	415.0	9.8	TLN	T2RLN4L5X1	t:1:5-t:5:2-l:14.852:4-l:14.852:4-l:14.852:1
10.1	37.1	1.36	0.008	22	5	216.1	217.0	537.0	11.8	TLN	T2RLN4L5X1	t:1:5-t:5:5-l:14.855:5-l:14.855:5-l:14.855:1
11.7	37.7	1.36	0.008	20	5	204.1	205.0	493.0	11.0	TLN	T2RLN4L5X1	t:1:5-t:5:3-l:14.855:5-l:14.855:5-l:14.855:1
13.7	38.7	1.36	0.008	19	5	198.1	199.0	471.0	10.4	TLN	T2RLN4L5X1	t:1:5-t:5:2-l:14.855:5-l:14.855:5-l:14.855:1
9.3	36.3	1.43	0.009	24	5	236.9	241.0	593.0	12.3	TLN	T2RLN4L5X1	t:1:5-t:5:5-l:14.856:6-l:14.856:6-l:14.856:1
10.9	36.9	1.43	0.009	22	5	224.9	229.0	549.0	11.5	TLN	T2RLN4L5X1	t:1:5-t:5:3-l:14.856:6-l:14.856:6-l:14.856:1
12.9	37.9	1.43	0.009	21	5	218.9	223.0	527.0	11.0	TLN	T2RLN4L5X1	t:1:5-t:5:2-l:14.856:6-l:14.856:6-l:14.856:1
28.6	49.6	1.05	0.004	18	5	150.8	150.0	406.0	9.4	TL	T3RL5	t:1:5-t:5:5-t:5:5-l:25.600:1-l:25.600:1
31.3	51.3	1.05	0.004	16	5	134.8	134.0	358.0	8.7	TL	T3RL5	t:1:5-t:5:5-t:5:3-l:25.600:1-l:25.600:1
34.7	53.7	1.04	0.004	15	5	126.8	126.0	334.0	8.1	TL	T3RL5	t:1:5-t:5:5-t:5:2-l:25.600:1-l:25.600:1
18.3	40.3	1.09	0.005	19	5	164.5	163.0	435.0	10.4	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:2-l:25.600:1
21.1	42.1	1.08	0.005	17	5	148.5	147.0	387.0	9.7	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:2-l:25.600:1
24.5	44.5	1.08	0.005	16	5	140.5	139.0	363.0	9.1	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:2-l:25.600:1
14.9	37.9	1.13	0.005	20	5	177.4	176.0	464.0	11.0	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:3-l:25.600:1
17.7	39.7	1.12	0.005	18	5	161.4	160.0	416.0	10.3	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:3-l:25.600:1
21.1	42.1	1.12	0.005	17	5	153.4	152.0	392.0	9.7	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:3-l:25.600:1
13.2	36.2	1.17	0.006	21	5	189.8	189.0	493.0	11.4	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:4-l:25.600:1
15.9	37.9	1.16	0.006	19	5	173.9	173.0	445.0	10.7	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:4-l:25.600:1
19.4	40.4	1.16	0.006	18	5	165.9	165.0	421.0	10.1	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:4-l:25.600:1
12.2	36.2	1.20	0.006	22	5	201.8	202.0	522.0	11.8	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:5-l:25.600:1
14.9	37.9	1.20	0.006	20	5	185.8	186.0	474.0	11.0	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:5-l:25.600:1
18.3	40.3	1.20	0.006	19	5	177.8	178.0	450.0	10.4	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:5-l:25.600:1
11.5	35.5	1.24	0.007	23	5	213.2	215.0	551.0	12.0	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:6-l:25.600:1
14.2	37.2	1.24	0.007	21	5	197.2	199.0	503.0	11.3	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:6-l:25.600:1
17.7	39.7	1.24	0.007	20	5	189.2	191.0	479.0	10.7	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:6-l:25.600:1
11.0	35.0	1.28	0.007	24	5	224.1	228.0	580.0	12.2	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:7-l:25.600:1
13.8	36.8	1.28	0.007	22	5	208.1	212.0	532.0	11.5	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:7-l:25.600:1
17.2	39.2	1.28	0.007	21	5	200.1	204.0	508.0	10.9	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:7-l:25.600:1
10.7	34.7	1.32	0.008	25	5	234.5	241.0	609.0	12.4	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:5-l:25.600:8-l:25.600:1
13.4	36.4	1.32	0.008	23	5	218.5	225.0	561.0	11.7	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:3-l:25.600:8-l:25.600:1
16.8	38.8	1.32	0.008	22	5	210.5	217.0	537.0	11.1	TLN	T3RLN4L5X0	t:1:5-t:5:5-t:5:2-l:25.600:8-l:25.600:1
18.3	40.3	1.09	0.005	19	5	164.5	163.0	435.0	10.4	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.600:2-l:25.600:1
21.1	42.1	1.08	0.005	17	5	148.5	147.0	387.0	9.7	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.600:2-l:25.600:1
24.5	44.5	1.08	0.005	16	5	140.5	139.0	363.0	9.1	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.600:2-l:25.600:1
14.9	37.9	1.13	0.005	20	5	177.4	176.0	464.0	11.0	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.599:3-l:25.599:1
17.7	39.7	1.12	0.005	18	5	161.4	160.0	416.0	10.3	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.599:3-l:25.599:1
21.1	42.1	1.12	0.005	17	5	153.4	152.0	392.0	9.7	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.599:3-l:25.599:1
13.2	36.2	1.17	0.006	21	5	189.8	189.0	493.0	11.4	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.600:4-l:25.600:1
15.9	37.9	1.16	0.006	19	5	173.9	173.0	445.0	10.7	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.600:4-l:25.600:1
19.4	40.4	1.16	0.006	18	5	165.9	165.0	421.0	10.1	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.600:4-l:25.600:1
12.2	36.2	1.20	0.006	22	5	201.8	202.0	522.0	11.8	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.600:5-l:25.600:1
14.9	37.9	1.20	0.006	20	5	185.8	186.0	474.0	11.0	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.600:5-l:25.600:1
18.3	40.3	1.20	0.006	19	5	177.8	178.0	450.0	10.4	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.600:5-l:25.600:1
11.5	35.5	1.24	0.007	23	5	213.2	215.0	551.0	12.0	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.602:6-l:25.602:1
14.2	37.2	1.24	0.007	21	5	197.2	199.0	503.0	11.3	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.602:6-l:25.602:1
17.7	39.7	1.24	0.007	20	5	189.2	191.0	479.0	10.7	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.602:6-l:25.602:1
11.0	35.0	1.28	0.007	24	5	224.1	228.0	580.0	12.2	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.599:7-l:25.599:1
13.8	36.8	1.28	0.007	22	5	208.1	212.0	532.0	11.5	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.599:7-l:25.599:1
17.2	39.2	1.28	0.007	21	5	200.1	204.0	508.0	10.9	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.599:7-l:25.599:1
10.7	34.7	1.32	0.008	25	5	234.5	241.0	609.0	12.4	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:5-l:25.600:8-l:25.600:1
13.4	36.4	1.32	0.008	23	5	218.5	225.0	561.0	11.7	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:3-l:25.600:8-l:25.600:1
16.8	38.8	1.32	0.008	22	5	210.5	217.0	537.0	11.1	TLN	T3RLN4L5X1	t:1:5-t:5:5-t:5:2-l:25.600:8-l:25.600:1
26.0	47.0	1.05	0.004	22	5	187.2	187.0	507.0	11.8	TL	T4RL5	t:1:5-t:5:5-t:5:5-t:5:5-l:131.072:1
40.0	60.0	1.03	0.004	20	5	167.4	167.0	455.0	11.0	TL	T4RL5	t:1:5-t:5:5-t:5:5-t:5:3-l:131.072:1
57.4	76.4	1.02	0.004	19	5	157.3	157.0	429.0	10.4	TL	T4RL5	t:1:5-t:5:5-t:5:5-t:5:2-l:131.072:1
26.1	46.1	1.17	0.006	9	6	106.0	103.0	215.0	4.1	TL	T1RL6	t:1:3-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
27.1	46.1	1.17	0.006	8	6	103.0	100.0	196.0	3.5	TL	T1RL6	t:1:2-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
23.4	44.4	1.17	0.006	10	6	112.0	109.0	237.0	5.1	TLN	T1RLN2L6X0	t:1:3-l:6.964:2-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
24.3	44.3	1.17	0.006	9	6	109.0	106.0	218.0	4.5	TLN	T1RLN2L6X0	t:1:2-l:6.964:2-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
20.6	42.6	1.17	0.006	11	6	121.1	118.0	262.0	6.1	TLN	T1RLN3L6X0	t:1:3-l:6.964:2-l:6.964:2-l:6.964:1-l:6.964:1-l:6.964:1
21.5	42.5	1.17	0.006	10	6	118.1	115.0	243.0	5.5	TLN	T1RLN3L6X0	t:1:2-l:6.964:2-l:6.964:2-l:6.964:1-l:6.964:1-l:6.964:1
17.8	40.8	1.19	0.006	12	6	133.5	130.0	290.0	7.1	TLN	T1RLN4L6X0	t:1:3-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1-l:6.964:1
18.7	40.7	1.19	0.006	11	6	130.5	127.0	271.0	6.5	TLN	T1RLN4L6X0	t:1:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1-l:6.964:1
15.0	39.0	1.34	0.008	13	6	151.0	145.0	321.0	8.1	TLN	T1RLN5L6X0	t:1:3-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1
15.9	38.9	1.34	0.008	12	6	148.0	142.0	302.0	7.5	TLN	T1RLN5L6X0	t:1:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1
21.7	42.7	1.23	0.007	10	6	117.2	113.0	241.0	5.1	TLN	T1RLN2L6X1	t:1:3-l:10.556:2-l:10.556:1-l:5.278:1-l:5.278:1-l:5.278:1
23.1	43.1	1.23	0.007	9	6	114.2	110.0	222.0	4.5	TLN	T1RLN2L6X1	t:1:2-l:10.556:2-l:10.556:1-l:5.278:1-l:5.278:1-l:5.278:1
19.2	41.2	1.28	0.007	11	6	128.0	123.0	267.0	6.1	TLN	T1RLN3L6X1	t:1:3-l:9.190:2-l:9.190:2-l:9.190:1-l:4.595:1-l:4.595:1
20.4	41.4	1.28	0.007	10	6	125.0	120.0	248.0	5.5	TLN	T1RLN3L6X1	t:1:2-l:9.190:2-l:9.190:2-l:9.190:1-l:4.595:1-l:4.595:1
16.9	39.9	1.32	0.008	12	6	135.8	130.0	290.0	7.1	TLN	T1RLN4L6X1	t:1:3-l:8.000:2-l:8.000:2-l:8.000:2-l:8.000:1-l:4.000:1
18.0	40.0	1.32	0.008	11	6	132.8	127.0	271.0	6.5	TLN	T1RLN4L6X1	t:1:2-l:8.000:2-l:8.000:2-l:8.000:2-l:8.000:1-l:4.000:1
15.0	39.0	1.34	0.008	13	6	151.0	145.0	321.0	8.1	TLN	T1RLN5L6X1	t:1:3-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1
15.9	38.9	1.34	0.008	12	6	148.0	142.0	302.0	7.5	TLN	T1RLN5L6X1	t:1:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:2-l:6.964:1
25.9	45.9	1.13	0.005	11	6	111.4	109.0	253.0	5.7	TL	T2RL6	t:1:3-t:3:3-l:8.597:1-l:8.597:1-l:8.597:1-l:8.597:1
27.1	46.1	1.13	0.005	10	6	106.4	104.0	232.0	5.1	TL	T2RL6	t:1:3-t:3:2-l:8.597:1-l:8.597:1-l:8.597:1-l:8.597:1
22.5	43.5	1.13	0.005	12	6	119.4	117.0	277.0	6.7	TLN	T2RLN3L6X0	t:1:3-t:3:3-l:8.597:2-l:8.597:1-l:8.597:1-l:8.597:1
23.6	43.6	1.13	0.005	11	6	114.4	112.0	256.0	6.1	TLN	T2RLN3L6X0	t:1:3-t:3:2-l:8.597:2-l:8.597:1-l:8.597:1-l:8.597:1
21.3	43.3	1.14	0.005	13	6	127.4	125.0	301.0	7.3	TLN	T2RLN3L6X0	t:1:3-t:3:3-l:8.597:3-l:8.597:1-l:8.597:1-l:8.597:1
22.5	43.5	1.14	0.005	12	6	122.4	120.0	280.0	6.7	TLN	T2RLN3L6X0	t:1:3-t:3:2-l:8.597:3-l:8.597:1-l:8.597:1-l:8.597:1
19.0	41.0	1.15	0.005	13	6	130.6	128.0	304.0	7.7	TLN	T2RLN4L6X0	t:1:3-t:3:3-l:8.597:2-l:8.597:2-l:8.597:1-l:8.597:1
20.2	41.2	1.15	0.005	12	6	125.6	123.0	283.0	7.1	TLN	T2RLN4L6X0	t:1:3-t:3:2-l:8.597:2-l:8.597:2-l:8.597:1-l:8.597:1
16.8	40.8	1.16	0.006	15	6	149.7	147.0	355.0	8.9	TLN	T2RLN4L6X0	t:1:3-t:3:3-l:8.597:3-l:8.597:3-l:8.597:1-l:8.597:1
17.9	40.9	1.16	0.006	14	6	144.7	142.0	334.0	8.3	TLN	T2RLN4L6X0	t:1:3-t:3:2-l:8.597:3-l:8.597:3-l:8.597:1-l:8.597:1
15.6	38.6	1.26	0.007	14	6	146.7	142.0	334.0	8.7	TLN	T2RLN5L6X0	t:1:3-t:3:3-l:8.597:2-l:8.597:2-l:8.597:2-l:8.597:1
16.8	38.8	1.26	0.007	13	6	141.7	137.0	313.0	8.1	TLN	T2RLN5L6X0	t:1:3-t:3:2-l:8.597:2-l:8.597:2-l:8.597:2-l:8.597:1
12.2	38.2	1.40	0.009	17	6	179.4	175.0	415.0	10.5	TLN	T2RLN5L6X0	t:1:3-t:3:3-l:8.597:3-l:8.597:3-l:8.597:3-l:8.597:1
13.3	38.3	1.39	0.009	16	6	174.4	170.0	394.0	9.9	TLN	T2RLN5L6X0	t:1:3-t:3:2-l:8.597:3-l:8.597:3-l:8.597:3-l:8.597:1
20.8	41.8	1.20	0.006	12	6	124.5	121.0	281.0	6.7	TLN	T2RLN3L6X1	t:1:3-t:3:3-l:12.158:2-l:12.158:1-l:6.079:1-l:6.079:1
22.5	42.5	1.20	0.006	11	6	119.5	116.0	260.0	6.1	TLN	T2RLN3L6X1	t:1:3-t:3:2-l:12.158:2-l:12.158:1-l:6.079:1-l:6.079:1
18.9	40.9	1.25	0.007	13	6	135.5	131.0	307.0	7.3	TLN	T2RLN3L6X1	t:1:3-t:3:3-l:14.889:3-l:14.889:1-l:4.963:1-l:4.963:1
20.9	41.9	1.25	0.007	12	6	130.5	126.0	286.0	6.7	TLN	T2RLN3L6X1	t:1:3-t:3:2-l:14.889:3-l:14.889:1-l:4.963:1-l:4.963:1
18.0	40.0	1.24	0.007	13	6	135.3	131.0	307.0	7.7	TLN	T2RLN4L6X1	t:1:3-t:3:3-l:10.224:2-l:10.224:2-l:10.224:1-l:5.112:1
19.4	40.4	1.24	0.007	12	6	130.3	126.0	286.0	7.1	TLN	T2RLN4L6X1	t:1:3-t:3:2-l:10.224:2-l:10.224:2-l:10.224:1-l:5.112:1
15.1	39.1	1.34	0.008	15	6	160.7	155.0	363.0	8.9	TLN	T2RLN4L6X1	t:1:3-t:3:3-l:11.313:3-l:11.313:3-l:11.313:1-l:3.771:1
16.6	39.6	1.34	0.008	14	6	155.7	150.0	342.0	8.3	TLN	T2RLN4L6X1	t:1:3-t:3:2-l:11.313:3-l:11.313:3-l:11.313:1-l:3.771:1
15.6	38.6	1.26	0.007	14	6	146.7	142.0	334.0	8.7	TLN	T2RLN5L6X1	t:1:3-t:3:3-l:8.596:2-l:8.596:2-l:8.596:2-l:8.596:1
16.8	38.8	1.26	0.007	13	6	141.7	137.0	313.0	8.1	TLN	T2RLN5L6X1	t:1:3-t:3:2-l:8.596:2-l:8.596:2-l:8.596:2-l:8.596:1
12.2	38.2	1.40	0.009	17	6	179.4	175.0	415.0	10.5	TLN	T2RLN5L6X1	t:1:3-t:3:3-l:8.598:3-l:8.598:3-l:8.598:3-l:8.598:1
13.3	38.3	1.40	0.009	16	6	174.4	170.0	394.0	9.9	TLN	T2RLN5L6X1	t:1:3-t:3:2-l:8.598:3-l:8.598:3-l:8.598:3-l:8.598:1
26.8	46.8	1.09	0.005	13	6	122.6	121.0	297.0	7.3	TL	T3RL6	t:1:3-t:3:3-t:3:3-l:12.210:1-l:12.210:1-l:12.210:1
28.4	47.4	1.09	0.005	12	6	115.6	114.0	274.0	6.7	TL	T3RL6	t:1:3-t:3:3-t:3:2-l:12.210:1-l:12.210:1-l:12.210:1
21.9	42.9	1.10	0.005	14	6	132.8	131.0	323.0	8.3	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:3-l:12.210:2-l:12.210:1-l:12.210:1
23.5	43.5	1.10	0.005	13	6	125.7	124.0	300.0	7.7	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:2-l:12.210:2-l:12.210:1-l:12.210:1
20.3	42.3	1.10	0.005	15	6	142.8	141.0	349.0	8.9	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:3-l:12.210:3-l:12.210:1-l:12.210:1
21.9	42.9	1.10	0.005	14	6	135.8	134.0	326.0	8.3	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:2-l:12.210:3-l:12.210:1-l:12.210:1
19.5	41.5	1.11	0.005	16	6	152.7	151.0	375.0	9.3	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:3-l:12.210:4-l:12.210:1-l:12.210:1
21.1	42.1	1.11	0.005	15	6	145.7	144.0	352.0	8.7	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:2-l:12.210:4-l:12.210:1-l:12.210:1
19.0	42.0	1.12	0.005	17	6	162.6	161.0	401.0	9.6	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:3-l:12.210:5-l:12.210:1-l:12.210:1
20.6	42.6	1.12	0.005	16	6	155.6	154.0	378.0	9.0	TLN	T3RLN4L6X0	t:1:3-t:3:3-t:3:2-l:12.210:5-l:12.210:1-l:12.210:1
17.0	39.0	1.18	0.006	15	6	148.2	145.0	353.0	9.3	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:3-l:12.210:2-l:12.210:2-l:12.210:1
18.7	39.7	1.18	0.006	14	6	141.2	138.0	330.0	8.7	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:2-l:12.210:2-l:12.210:2-l:12.210:1
13.8	37.8	1.27	0.007	17	6	172.0	169.0	409.0	10.5	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:3-l:12.210:3-l:12.210:3-l:12.210:1
15.4	38.4	1.27	0.007	16	6	165.0	162.0	386.0	9.9	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:2-l:12.210:3-l:12.210:3-l:12.210:1
12.1	36.1	1.36	0.008	19	6	194.6	193.0	465.0	11.3	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:3-l:12.210:4-l:12.210:4-l:12.210:1
13.8	36.8	1.36	0.008	18	6	187.6	186.0	442.0	10.7	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:2-l:12.210:4-l:12.210:4-l:12.210:1
11.2	37.2	1.45	0.009	21	6	215.9	217.0	521.0	11.9	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:3-l:12.210:5-l:12.210:5-l:12.210:1
12.8	37.8	1.44	0.009	20	6	208.9	210.0	498.0	11.4	TLN	T3RLN5L6X0	t:1:3-t:3:3-t:3:2-l:12.210:5-l:12.210:5-l:12.210:1
20.4	41.4	1.15	0.005	14	6	136.7	134.0	326.0	8.3	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:3-l:15.384:2-l:15.384:1-l:7.692:1
22.5	42.5	1.15	0.005	13	6	129.7	127.0	303.0	7.7	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:2-l:15.384:2-l:15.384:1-l:7.692:1
18.1	40.1	1.20	0.006	15	6	148.5	145.0	353.0	8.9	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:3-l:17.610:3-l:17.610:1-l:5.870:1
20.4	41.4	1.20	0.006	14	6	141.5	138.0	330.0	8.3	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:2-l:17.610:3-l:17.610:1-l:5.870:1
16.9	38.9	1.25	0.007	16	6	160.0	156.0	380.0	9.3	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:3-l:19.384:4-l:19.384:1-l:4.846:1
19.5	40.5	1.25	0.007	15	6	153.0	149.0	357.0	8.7	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:2-l:19.384:4-l:19.384:1-l:4.846:1
16.2	39.2	1.30	0.007	17	6	171.4	167.0	407.0	9.6	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:3-l:20.880:5-l:20.880:1-l:4.176:1
19.0	41.0	1.30	0.007	16	6	164.4	160.0	384.0	9.0	TLN	T3RLN4L6X1	t:1:3-t:3:3-t:3:2-l:20.880:5-l:20.880:1-l:4.176:1
17.0	39.0	1.18	0.006	15	6	148.2	145.0	353.0	9.3	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:3-l:12.210:2-l:12.210:2-l:12.210:1
18.7	39.7	1.18	0.006	14	6	141.2	138.0	330.0	8.7	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:2-l:12.210:2-l:12.210:2-l:12.210:1
13.8	37.8	1.27	0.007	17	6	172.0	169.0	409.0	10.5	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:3-l:12.210:3-l:12.210:3-l:12.210:1
15.4	38.4	1.27	0.007	16	6	165.0	162.0	386.0	9.9	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:2-l:12.210:3-l:12.210:3-l:12.210:1
12.1	36.1	1.36	0.008	19	6	194.6	193.0	465.0	11.3	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:3-l:12.212:4-l:12.212:4-l:12.212:1
13.8	36.8	1.36	0.008	18	6	187.6	186.0	442.0	10.7	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:2-l:12.212:4-l:12.212:4-l:12.212:1
11.2	37.2	1.45	0.009	21	6	215.9	217.0	521.0	11.9	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:3-l:12.210:5-l:12.210:5-l:12.210:1
12.8	37.8	1.44	0.009	20	6	208.9	210.0	498.0	11.4	TLN	T3RLN5L6X1	t:1:3-t:3:3-t:3:2-l:12.210:5-l:12.210:5-l:12.210:1
